Indicator,Jun-2022,Mar-2022,Dec-2021,Sep-2021,Jun-2021,Mar-2021,Dec-2020,Sep-2020,Jun-2020,Mar-2020,Dec-2019
Total Revenue Qtr cr,530.6,578.8,673.4,602.1,340.4,548,620.8,433.4,139.1,403.4,526.8
Operating Expenses Qtr Cr,469.5,508.7,578.7,496.1,307.1,463.8,506,360.8,126,348.4,446.8
Operating Profit Qtr Cr,44.9,55,70.7,89.5,18.6,70.2,98.7,62.8,1.1,41.8,71.5
Operating Profit Margin Qtr %,8.73%,9.76%,10.89%,15.29%,5.70%,13.14%,16.33%,14.83%,0.90%,10.72%,13.79%
Depreciation Qtr Cr,7.3,8.6,8.7,7.7,7.4,8.2,8.3,8,8,8.5,8.8
Interest Qtr Cr,2.3,0.7,2.2,1.7,2.5,2.3,2.2,2.2,2,1.9,2
Profit Before Tax Qtr Cr,51.6,60.8,83.7,96.6,23.4,73.7,104.3,62.4,3.1,32.6,69.1
Tax Qtr Cr,13.3,13.5,24.4,25.2,4.2,19.4,26.3,15.2,1.4,6.5,16.4
Net Profit Qtr Cr,38.3,47.4,59.4,71.4,19.2,54.4,78,47.2,1.6,26.1,52.7
Basic EPS Qtr Rs,7.8,9.7,12.2,14.6,3.9,11.1,16,9.7,0.3,5.3,10.8
